"nachname";"vorname";"geburtsdatum";"schuljahr";"abschnitt";"fach";"fachlehrer";"kurs";"kursart";"jahrgaenge";"note";"abiturfach";"wochenstd";"externeschulnr";"zusatzkraft";"wochenstdzusatzkraft";"fehlstd";"unentschfehlstd";"mahnung";"mahndatum"
"Yıldız";"Enes";"26.08.2009";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Yıldız";"Enes";"26.08.2009";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Yıldız";"Enes";"26.08.2009";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Yıldız";"Enes";"26.08.2009";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Yıldız";"Enes";"26.08.2009";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Lauer";"Sina";"10.05.2009";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Lauer";"Sina";"10.05.2009";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Lauer";"Sina";"10.05.2009";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Lauer";"Sina";"10.05.2009";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Lauer";"Sina";"10.05.2009";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Hahn";"Karin";"01.05.2008";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Hahn";"Karin";"01.05.2008";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Hahn";"Karin";"01.05.2008";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Hahn";"Karin";"01.05.2008";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Hahn";"Karin";"01.05.2008";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Ghazi";"Elias";"06.06.2009";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Ghazi";"Elias";"06.06.2009";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Ghazi";"Elias";"06.06.2009";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Ghazi";"Elias";"06.06.2009";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Ghazi";"Elias";"06.06.2009";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Koç";"Ömer";"20.10.2009";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Koç";"Ömer";"20.10.2009";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Koç";"Ömer";"20.10.2009";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Koç";"Ömer";"20.10.2009";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Koç";"Ömer";"20.10.2009";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Keller";"Theresa";"08.03.2008";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Keller";"Theresa";"08.03.2008";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Keller";"Theresa";"08.03.2008";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Keller";"Theresa";"08.03.2008";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Keller";"Theresa";"08.03.2008";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Schubert";"Oliver";"04.07.2008";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Schubert";"Oliver";"04.07.2008";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Schubert";"Oliver";"04.07.2008";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Schubert";"Oliver";"04.07.2008";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Schubert";"Oliver";"04.07.2008";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Reinhardt";"Mia";"03.08.2009";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Reinhardt";"Mia";"03.08.2009";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Reinhardt";"Mia";"03.08.2009";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Reinhardt";"Mia";"03.08.2009";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Reinhardt";"Mia";"03.08.2009";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Schneider";"Uwe";"06.05.2009";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Schneider";"Uwe";"06.05.2009";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Schneider";"Uwe";"06.05.2009";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Schneider";"Uwe";"06.05.2009";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Schneider";"Uwe";"06.05.2009";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Uzun";"Gülcan";"02.09.2009";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Uzun";"Gülcan";"02.09.2009";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Uzun";"Gülcan";"02.09.2009";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Uzun";"Gülcan";"02.09.2009";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Uzun";"Gülcan";"02.09.2009";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Dupont";"Charlotte";"25.10.2009";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Dupont";"Charlotte";"25.10.2009";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Dupont";"Charlotte";"25.10.2009";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Dupont";"Charlotte";"25.10.2009";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Dupont";"Charlotte";"25.10.2009";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Stefan";"Larisa";"14.09.2008";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Stefan";"Larisa";"14.09.2008";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Stefan";"Larisa";"14.09.2008";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Stefan";"Larisa";"14.09.2008";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Stefan";"Larisa";"14.09.2008";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Duman";"Esra";"07.07.2009";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Duman";"Esra";"07.07.2009";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Duman";"Esra";"07.07.2009";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Duman";"Esra";"07.07.2009";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Duman";"Esra";"07.07.2009";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Müller";"Mia";"18.06.2010";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Müller";"Mia";"18.06.2010";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Müller";"Mia";"18.06.2010";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Müller";"Mia";"18.06.2010";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Müller";"Mia";"18.06.2010";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Meyer";"Nadine";"19.09.2009";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Meyer";"Nadine";"19.09.2009";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Meyer";"Nadine";"19.09.2009";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Meyer";"Nadine";"19.09.2009";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Meyer";"Nadine";"19.09.2009";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Gross";"Kai";"03.11.2010";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Gross";"Kai";"03.11.2010";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Gross";"Kai";"03.11.2010";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Gross";"Kai";"03.11.2010";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Gross";"Kai";"03.11.2010";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Antoniou";"Kostas";"06.08.2009";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Antoniou";"Kostas";"06.08.2009";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Antoniou";"Kostas";"06.08.2009";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Antoniou";"Kostas";"06.08.2009";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Antoniou";"Kostas";"06.08.2009";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Krüger";"Lisa";"22.10.2010";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Krüger";"Lisa";"22.10.2010";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Krüger";"Lisa";"22.10.2010";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Krüger";"Lisa";"22.10.2010";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Krüger";"Lisa";"22.10.2010";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Demirci";"Halil";"14.11.2010";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Demirci";"Halil";"14.11.2010";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Demirci";"Halil";"14.11.2010";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Demirci";"Halil";"14.11.2010";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Demirci";"Halil";"14.11.2010";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Beck";"Theresa";"24.10.2009";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Beck";"Theresa";"24.10.2009";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Beck";"Theresa";"24.10.2009";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Beck";"Theresa";"24.10.2009";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Beck";"Theresa";"24.10.2009";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Lang";"Marco";"05.12.2010";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Lang";"Marco";"05.12.2010";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Lang";"Marco";"05.12.2010";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Lang";"Marco";"05.12.2010";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Lang";"Marco";"05.12.2010";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Dietz";"Franziska";"03.08.2009";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Dietz";"Franziska";"03.08.2009";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Dietz";"Franziska";"03.08.2009";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Dietz";"Franziska";"03.08.2009";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Dietz";"Franziska";"03.08.2009";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Schmidt";"Maria";"22.02.2010";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Schmidt";"Maria";"22.02.2010";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Schmidt";"Maria";"22.02.2010";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Schmidt";"Maria";"22.02.2010";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Schmidt";"Maria";"22.02.2010";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Adamczyk";"Justyna";"04.02.2010";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Adamczyk";"Justyna";"04.02.2010";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Adamczyk";"Justyna";"04.02.2010";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Adamczyk";"Justyna";"04.02.2010";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Adamczyk";"Justyna";"04.02.2010";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Głowacki";"Michał";"15.04.2010";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Głowacki";"Michał";"15.04.2010";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Głowacki";"Michał";"15.04.2010";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Głowacki";"Michał";"15.04.2010";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Głowacki";"Michał";"15.04.2010";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Köhler";"Jana";"26.03.2009";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Köhler";"Jana";"26.03.2009";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Köhler";"Jana";"26.03.2009";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Köhler";"Jana";"26.03.2009";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Köhler";"Jana";"26.03.2009";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Sokolov";"Andrei";"04.03.2010";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Sokolov";"Andrei";"04.03.2010";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Sokolov";"Andrei";"04.03.2010";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Sokolov";"Andrei";"04.03.2010";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Sokolov";"Andrei";"04.03.2010";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Wagner";"Jennifer";"17.08.2009";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Wagner";"Jennifer";"17.08.2009";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Wagner";"Jennifer";"17.08.2009";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Wagner";"Jennifer";"17.08.2009";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Wagner";"Jennifer";"17.08.2009";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Nowak";"Damian";"20.06.2009";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Nowak";"Damian";"20.06.2009";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Nowak";"Damian";"20.06.2009";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Nowak";"Damian";"20.06.2009";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Nowak";"Damian";"20.06.2009";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Voigt";"Franziska";"11.07.2009";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Voigt";"Franziska";"11.07.2009";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Voigt";"Franziska";"11.07.2009";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Voigt";"Franziska";"11.07.2009";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Voigt";"Franziska";"11.07.2009";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Woźniak";"Klaudia";"24.12.2009";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Woźniak";"Klaudia";"24.12.2009";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Woźniak";"Klaudia";"24.12.2009";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Woźniak";"Klaudia";"24.12.2009";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Woźniak";"Klaudia";"24.12.2009";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Olszewski";"Sylwia";"17.10.2009";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Olszewski";"Sylwia";"17.10.2009";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Olszewski";"Sylwia";"17.10.2009";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Olszewski";"Sylwia";"17.10.2009";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Olszewski";"Sylwia";"17.10.2009";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Huber";"Tanja";"12.06.2010";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Huber";"Tanja";"12.06.2010";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Huber";"Tanja";"12.06.2010";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Huber";"Tanja";"12.06.2010";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Huber";"Tanja";"12.06.2010";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Khalil";"Habib";"24.05.2010";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Khalil";"Habib";"24.05.2010";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Khalil";"Habib";"24.05.2010";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Khalil";"Habib";"24.05.2010";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Khalil";"Habib";"24.05.2010";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Richter";"Michael";"04.09.2009";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Richter";"Michael";"04.09.2009";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Richter";"Michael";"04.09.2009";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Richter";"Michael";"04.09.2009";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Richter";"Michael";"04.09.2009";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Becker";"Anna";"01.02.2010";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Becker";"Anna";"01.02.2010";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Becker";"Anna";"01.02.2010";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Becker";"Anna";"01.02.2010";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Becker";"Anna";"01.02.2010";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Şahin";"Yasemin";"14.10.2010";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Şahin";"Yasemin";"14.10.2010";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Şahin";"Yasemin";"14.10.2010";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Şahin";"Yasemin";"14.10.2010";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Şahin";"Yasemin";"14.10.2010";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Werner";"Claudia";"13.10.2010";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Werner";"Claudia";"13.10.2010";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Werner";"Claudia";"13.10.2010";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Werner";"Claudia";"13.10.2010";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Werner";"Claudia";"13.10.2010";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Koch";"Henrik";"09.03.2009";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Koch";"Henrik";"09.03.2009";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Koch";"Henrik";"09.03.2009";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Koch";"Henrik";"09.03.2009";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Koch";"Henrik";"09.03.2009";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Yavuz";"Leyla";"15.08.2009";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Yavuz";"Leyla";"15.08.2009";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Yavuz";"Leyla";"15.08.2009";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Yavuz";"Leyla";"15.08.2009";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Yavuz";"Leyla";"15.08.2009";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Weber";"Elena";"18.10.2010";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Weber";"Elena";"18.10.2010";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Weber";"Elena";"18.10.2010";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Weber";"Elena";"18.10.2010";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Weber";"Elena";"18.10.2010";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Heinrich";"Julia";"08.01.2009";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Heinrich";"Julia";"08.01.2009";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Heinrich";"Julia";"08.01.2009";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Heinrich";"Julia";"08.01.2009";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Heinrich";"Julia";"08.01.2009";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Schäfer";"Susanne";"09.05.2010";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Schäfer";"Susanne";"09.05.2010";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
